DateTime,AddedIPs,RemovedIPs
1610028052,0,768
1610031634,512,0
1610035310,256,0
1610044240,256,0
1610049035,768,0
1610055044,0,256
1610065850,256,0
1610117151,0,1024
1610129750,0,256
1610135150,0,768
1610137851,0,256
1610139711,1024,0
1610140536,0,256
1610141432,256,0
1610148636,256,0
1610152238,0,256
1610186403,512,0
1610215433,256,0
1610226049,0,768
1610236868,0,256
1610256658,256,0
1610271957,0,512
1610280232,1024,0
1610285063,256,0
1610291741,0,256
1610292642,256,0
1610303450,256,0
1610337670,0,256
1610338575,256,0
1610366494,0,768
1610370312,512,0
1610379047,0,256
1610385350,0,256
1610404264,0,256
1610415072,0,256
1610424974,0,256
1610456800,0,512
1610460359,1024,0
1610461846,768,0
1610465449,256,256
1610472657,256,0
1610497454,256,0
1610539268,512,0
1610541055,256,0
1610546466,0,1024
1610547360,0,256
1610550903,0,256
1610558347,256,0
1610559983,0,256
1610572822,256,256
1610580705,0,256
1610584299,0,256
1610624811,0,512
1610626611,0,256
1610630211,0,256
1610636459,768,0
1610656278,256,0
1610666357,256,0
1610715653,768,0
1610722858,0,256
1610742682,0,256
1610760692,0,256
1610803002,0,1024
1610805660,512,0
1610811061,256,0
1610828242,0,256
1610847100,256,0
1610892467,0,768
1610896608,0,512
1610899571,1024,0
1610904661,512,0
1610908265,256,0
1610911869,256,0
1610932792,0,256
1610975749,512,0
1610985661,0,1024
1610993869,0,256
1611009081,256,0
1611019465,256,0
1611057653,1024,0
1611061254,0,256
1611065755,0,256
1611070263,0,256
1611091178,256,256
1611095488,0,256
1611098532,256,0
1611144107,0,768
1611148595,0,512
1611162054,512,0
1611163859,256,0
1611169259,256,0
1611237653,256,0
1611246664,0,512
1611250266,256,256
1611257472,0,256
1611279320,256,0
1611317998,256,0
1611323163,0,256
1611354704,256,0
1611404217,0,512
1611408714,0,256
1611415420,768,0
1611415861,0,256
1611429372,0,256
1611440809,0,256
1611450999,0,256
1611490559,1280,0
1611500594,0,256
1611501412,256,0
1611505035,256,0
1611511357,256,0
1611516753,256,0
1611523960,0,256
1611538374,256,0
1611576183,0,1280
1611581565,0,256
1611587874,0,256
1611591473,0,256
1611602103,0,256
1611606763,0,256
1611609382,1024,0
1611624702,0,256
1611666628,1280,0
1611694007,0,768
1611703934,256,0
1611752547,0,768
1611760647,0,512
1611774970,512,0
1611775914,0,256
1611783122,256,0
1611793890,256,0
1611854566,512,0
1611856857,256,0
1611860459,0,256
1611862207,256,0
1611874868,0,256
1611875768,0,256
1611880717,0,256
1611929703,512,0
1611940888,256,0
1611943255,0,256
1611963070,0,256
1612012808,768,0
1612016141,0,1280
1612020092,256,0
1612034718,256,0
1612099278,0,768
1612102503,1024,0
1612103449,256,0
1612106552,256,256
1612121108,256,256
1612137728,256,0
1612189250,768,1280
1612191652,0,256
1612229151,256,0
1612274993,768,768
1612307774,0,256
1612314981,0,256
1612354548,512,0
1612360854,0,768
1612440903,0,256
1612444503,768,0
1612449057,256,0
1612473878,256,0
1612483294,256,0
1612488604,256,0
1612530907,0,1536
1612538227,768,0
1612553084,256,0
1612559778,0,256
1612620903,768,0
1612624560,0,1024
1612625458,256,0
1612630861,0,256
1612662387,256,0
1612706491,0,512
1612711187,768,0
1612725876,256,0
1612739774,0,256
1612747803,0,256
1612790149,256,0
1612791050,256,0
1612796453,0,768
1612812212,0,256
1612818973,0,256
1612843404,0,256
1612876551,768,512
1612883962,256,0
1612962989,0,256
1612970340,0,256
1612999633,256,0
1613052956,768,0
1613053849,256,0
1613056819,256,0
1613064134,0,256
1613070964,0,256
1613135851,512,0
1613146797,0,256
1613156467,0,256
1613158202,0,256
1613165124,256,0
1613176293,256,0
1613222303,512,768
1613236567,0,256
1613237892,256,0
1613241073,256,0
1613308813,0,768
1613312595,512,0
1613314860,256,0
1613330864,0,256
1613397699,0,768
1613399403,512,0
1613417220,0,256
1613484091,0,768
1613484950,1024,0
1613485854,256,0
1613496309,0,256
1613503804,512,0
1613518283,256,0
1613571382,512,1024
1613578741,0,256
1613586148,0,256
1613589995,0,256
1613654386,1792,0
1613656855,256,256
1613672631,512,0
1613675772,0,256
1613676603,256,0
1613740937,0,512
1613743510,0,256
1613748660,256,0
1613755459,0,256
1613756768,0,1024
1613761276,0,256
1613766680,256,0
1613777495,256,0
1613827125,0,512
1613834606,0,256
1613838012,768,0
1613841361,0,256
1613856673,0,256
1613862976,0,256
1613916949,768,0
1613923257,0,768
1613942671,256,0
1613999748,512,0
1614000650,256,0
1614001550,0,512
1614007858,0,256
1614014388,256,0
1614036685,256,0
1614078954,1280,0
1614086469,0,256
1614087064,0,256
1614093368,0,256
1614165403,0,1280
1614176717,256,0
1614180280,0,512
1614187580,256,0
1614191509,256,0
1614202301,0,256
1614209509,256,256
1614213114,256,0
1614266158,1024,0
1614281162,256,0
1614284578,0,256
1614294983,0,256
1614295803,256,0
1614299487,256,0
1614302191,0,256
1614352552,768,1280
1614353456,0,256
1614367545,0,256
1614385887,0,256
1614389915,256,0
